transaction_id,amount,timestamp,location
TRANS-1382,230.13821096072218,2025-02-11 22:24:46.505678,Seattle
TRANS-1383,244.25369281193014,2025-02-23 17:31:46.505678,New York
TRANS-1384,278.68053280462055,2025-02-13 23:11:46.505678,Seattle
TRANS-1385,121.79747645098544,2025-02-18 00:40:46.505678,San Francisco
TRANS-1386,330.782278206138,2025-02-05 09:46:46.505678,Austin
TRANS-1387,269.7451318954889,2025-01-31 21:07:46.505678,San Francisco
TRANS-1388,251.29663303602558,2025-02-06 18:11:46.505678,Chicago
TRANS-1389,34.66253748758059,2025-02-12 17:00:46.505678,Seattle
TRANS-1390,103.7874156383251,2025-02-11 00:48:46.505678,Austin
TRANS-1391,492.18097346144856,2025-02-14 21:57:46.505678,Chicago
TRANS-1392,158.9303470899701,2025-02-07 01:46:46.505678,Chicago
TRANS-1393,496.9502562178506,2025-01-28 18:46:46.505678,Chicago
TRANS-1394,315.2279367035815,2025-01-28 13:47:46.505678,Chicago
TRANS-1395,413.10419971805396,2025-02-12 07:37:46.505678,San Francisco
TRANS-1396,42.11969425251517,2025-01-31 09:36:46.505678,Chicago
TRANS-1397,31.338828302403677,2025-02-09 04:47:46.505678,San Francisco
TRANS-1398,189.73226439926654,2025-02-24 01:18:46.505678,New York
TRANS-1399,47.578315773049255,2025-02-08 22:13:46.505678,Seattle
TRANS-1400,458.1785812395247,2025-02-15 18:16:46.505678,Seattle
TRANS-1401,409.31462255850664,2025-02-11 17:45:46.505678,New York
TRANS-1402,127.52476666027839,2025-02-04 17:51:46.505678,Chicago
TRANS-1403,320.5773559404925,2025-02-04 02:08:46.505678,Austin
TRANS-1404,441.2207329204213,2025-02-23 21:21:46.505678,New York
TRANS-1405,477.13696699735016,2025-01-30 01:27:46.505678,Seattle
TRANS-1406,21.049630118473647,2025-02-12 12:32:46.505678,Chicago
TRANS-1407,439.4387903279301,2025-02-13 01:58:46.505678,San Francisco
TRANS-1408,84.03200662493317,2025-02-02 23:27:46.505678,Austin
TRANS-1409,115.71898152844727,2025-01-29 06:35:46.505678,Chicago
TRANS-1410,424.68910050174804,2025-02-02 11:11:46.505678,Austin
TRANS-1411,180.46560383491737,2025-02-21 20:40:46.505678,New York
TRANS-1412,369.863892352895,2025-02-02 22:04:46.505678,New York
TRANS-1413,372.3413111157154,2025-02-25 15:34:46.505678,New York
TRANS-1414,33.97947239493328,2025-02-08 22:31:46.505678,New York
TRANS-1415,252.23609913152154,2025-02-16 17:03:46.505678,San Francisco
TRANS-1416,332.1960714634601,2025-02-04 08:19:46.505678,Chicago
TRANS-1417,266.15207846788627,2025-02-18 17:16:46.505678,Seattle
TRANS-1418,301.0050015293454,2025-01-30 23:01:46.505678,San Francisco
TRANS-1419,81.54196671571783,2025-02-17 23:25:46.505678,Seattle
TRANS-1420,468.09599821813515,2025-01-29 00:57:46.505678,New York
TRANS-1421,326.2549775935486,2025-02-17 18:44:46.505678,Seattle
TRANS-1422,268.66834830749326,2025-01-29 05:09:46.505678,San Francisco
TRANS-1423,321.7669128728164,2025-02-15 01:49:46.505678,Seattle
TRANS-1424,62.51226686168809,2025-02-08 23:24:46.505678,San Francisco
TRANS-1425,169.1038246368147,2025-02-22 20:59:46.505678,Seattle
TRANS-1426,149.15818948284115,2025-02-21 12:34:46.505678,Austin
TRANS-1427,152.15361295369303,2025-02-13 18:49:46.505678,New York
TRANS-1428,140.98391533392052,2025-02-18 01:59:46.505678,Chicago
TRANS-1429,444.4676846655074,2025-02-18 10:41:46.505678,Seattle
TRANS-1430,366.6886092028312,2025-02-06 04:19:46.505678,Austin
TRANS-1431,179.40924600625667,2025-02-24 09:38:46.505678,New York
TRANS-1432,498.84810237841316,2025-02-12 00:40:46.505678,Seattle
TRANS-1433,293.3837807597823,2025-01-31 15:46:46.505678,Seattle
TRANS-1434,163.96874530956427,2025-02-16 02:24:46.505678,New York
TRANS-1435,24.863653183664812,2025-02-21 04:54:46.505678,San Francisco
TRANS-1436,419.29275959352634,2025-01-30 18:39:46.505678,New York
TRANS-1437,154.44454297059724,2025-02-20 05:58:46.505678,San Francisco
TRANS-1438,112.38272037001144,2025-02-10 00:54:46.505678,Austin
TRANS-1439,49.34426683303771,2025-02-17 00:54:46.505678,Chicago
TRANS-1440,192.7468798193846,2025-02-22 23:54:46.505678,San Francisco
TRANS-1441,173.22577019518513,2025-02-11 01:19:46.505678,San Francisco
TRANS-1442,376.2630901953138,2025-02-20 19:04:46.505678,Seattle
TRANS-1443,451.7902428005484,2025-01-29 06:14:46.505678,San Francisco
TRANS-1444,145.73503215264708,2025-02-10 17:49:46.505678,Seattle
TRANS-1445,187.21272395258484,2025-02-15 23:44:46.505678,Seattle
TRANS-1446,47.71141288859822,2025-02-14 16:17:46.505678,Seattle
TRANS-1447,73.65791089453498,2025-02-22 02:07:46.505678,Seattle
TRANS-1448,328.2137657215438,2025-02-12 16:06:46.505678,Chicago
TRANS-1449,453.65640369261536,2025-01-30 20:23:46.505678,San Francisco
TRANS-1450,157.56713546674754,2025-02-26 18:14:46.505678,Seattle
TRANS-1451,69.18060008282158,2025-02-06 10:12:46.505678,Seattle
TRANS-1452,69.53696036131598,2025-02-14 15:08:46.505678,Seattle
TRANS-1453,254.00840173694777,2025-02-07 18:00:46.505678,New York
TRANS-1454,209.70225783846732,2025-02-09 04:34:46.505678,Seattle
TRANS-1455,110.0297834964618,2025-02-10 15:56:46.505678,New York
TRANS-1456,273.946680514678,2025-02-21 16:14:46.505678,Chicago
TRANS-1457,322.50285504977495,2025-02-15 07:57:46.505678,Chicago
TRANS-1458,360.58843832862004,2025-02-23 18:45:46.505678,Seattle
TRANS-1459,31.43811977834698,2025-02-23 20:55:46.505678,New York
TRANS-1460,330.90785196506505,2025-02-24 12:48:46.505678,Chicago
TRANS-1461,374.809889209972,2025-01-31 09:35:46.505678,Seattle
TRANS-1462,246.11388948827883,2025-02-19 20:05:46.505678,Seattle
TRANS-1463,80.33950808444293,2025-02-13 06:06:46.505678,Seattle
TRANS-1464,14.362009347141033,2025-02-10 00:38:46.505678,Austin
TRANS-1465,69.52602243818563,2025-02-05 02:12:46.505678,Austin
TRANS-1466,84.37608784249967,2025-02-15 01:30:46.505678,New York
TRANS-1467,230.8298037480552,2025-02-06 18:52:46.505678,San Francisco
TRANS-1468,244.79078405673314,2025-02-01 07:53:46.505678,San Francisco
TRANS-1469,468.0076156630352,2025-02-13 03:44:46.505678,Chicago
TRANS-1470,337.3028899893424,2025-02-26 15:31:46.505678,Austin
TRANS-1471,197.13694586884404,2025-02-18 14:40:46.505678,Chicago
TRANS-1472,264.46608914543685,2025-02-22 19:03:46.505678,Chicago
TRANS-1473,345.4173419868569,2025-02-01 23:19:46.505678,Chicago
TRANS-1474,31.478526298026395,2025-02-14 16:42:46.505678,New York
TRANS-1475,178.8927504912074,2025-02-01 09:23:46.505678,Chicago
TRANS-1476,129.6358748974792,2025-02-26 10:54:46.505678,Austin
TRANS-1477,148.60566554549226,2025-02-08 03:36:46.505678,New York
TRANS-1478,448.69713497723313,2025-02-21 20:07:46.505678,Austin
TRANS-1479,212.2294421908084,2025-02-26 18:36:46.505678,San Francisco
TRANS-1480,423.00522281740353,2025-02-09 08:41:46.505678,Chicago
TRANS-1481,64.45469325857138,2025-02-22 03:37:46.505678,Austin
TRANS-1482,193.59089506155476,2025-01-31 00:49:46.505678,Seattle
TRANS-1483,455.20783573234473,2025-02-03 22:23:46.505678,Seattle
TRANS-1484,329.4818719232127,2025-02-14 01:26:46.505678,New York
TRANS-1485,220.90483160847103,2025-02-06 17:29:46.505678,San Francisco
TRANS-1486,261.4623600620481,2025-02-18 12:29:46.505678,San Francisco
TRANS-1487,139.9434985757999,2025-02-01 19:57:46.505678,New York
TRANS-1488,140.17790478917482,2025-02-17 06:06:46.505678,Seattle
TRANS-1489,37.351202533375016,2025-02-26 15:24:46.505678,Seattle
TRANS-1490,498.5557222249708,2025-02-21 09:09:46.505678,Austin
TRANS-1491,136.4279881851773,2025-02-18 19:49:46.505678,Austin
TRANS-1492,153.22011666192458,2025-02-04 10:48:46.505678,Chicago
TRANS-1493,70.50253659676454,2025-02-17 20:55:46.505678,New York
TRANS-1494,396.2573129096807,2025-02-26 10:37:46.505678,New York
TRANS-1495,413.8474885628467,2025-02-20 18:52:46.505678,Austin
TRANS-1496,116.96199342376383,2025-02-22 03:45:46.505678,San Francisco
TRANS-1497,350.2619447116994,2025-02-10 06:45:46.505678,New York
TRANS-1498,232.66958402090785,2025-02-06 08:56:46.505678,San Francisco
TRANS-1499,220.78238771531875,2025-02-11 06:28:46.505678,San Francisco
TRANS-1500,25.08441689459708,2025-02-12 03:14:46.505678,Chicago
TRANS-1501,112.70559812965918,2025-02-06 09:42:46.505678,New York
TRANS-1502,60.12979211046825,2025-02-17 21:11:46.505678,Austin
TRANS-1503,488.1490565400949,2025-02-24 23:04:46.505678,New York
TRANS-1504,318.9348776500887,2025-02-08 09:07:46.505678,New York
TRANS-1505,60.40291876227392,2025-02-16 04:48:46.505678,Seattle
TRANS-1506,65.97770807851921,2025-01-28 11:59:46.505678,San Francisco
TRANS-1507,458.0190754619655,2025-02-18 17:07:46.505678,San Francisco
TRANS-1508,326.7469054216638,2025-01-29 08:22:46.505678,Chicago
TRANS-1509,417.0113509665364,2025-02-07 16:16:46.505678,San Francisco
TRANS-1510,88.33375842611298,2025-02-05 06:35:46.505678,Seattle
TRANS-1511,296.8103865070006,2025-01-30 08:59:46.505678,Seattle
TRANS-1512,97.58618617386661,2025-02-07 07:29:46.505678,San Francisco
TRANS-1513,364.3325487644081,2025-01-28 20:31:46.505678,Austin
TRANS-1514,140.1617230316307,2025-02-12 01:18:46.505678,Austin
TRANS-1515,267.7230858367881,2025-02-26 03:10:46.505678,New York
TRANS-1516,164.03923941385517,2025-02-02 03:26:46.505678,Seattle
TRANS-1517,446.9214757112177,2025-02-20 03:40:46.505678,Austin
TRANS-1518,491.5108806700318,2025-02-07 18:59:46.505678,New York
TRANS-1519,439.7100785258945,2025-02-09 11:07:46.505678,Seattle
TRANS-1520,481.66842908515406,2025-01-30 15:05:46.505678,New York
TRANS-1521,442.5728864493655,2025-02-25 23:22:46.505678,Seattle
TRANS-1522,496.7005077109388,2025-02-20 10:07:46.505678,New York
TRANS-1523,415.00773679457546,2025-02-16 12:11:46.505678,San Francisco
TRANS-1524,105.84556548652957,2025-02-02 08:21:46.505678,Chicago
TRANS-1525,167.08046659831544,2025-01-30 10:30:46.505678,Seattle
TRANS-1526,421.8245580031393,2025-02-16 16:14:46.505678,San Francisco
TRANS-1527,475.96870607475415,2025-01-29 11:49:46.505678,Chicago
TRANS-1528,331.033155540313,2025-02-18 20:48:46.505678,San Francisco
TRANS-1529,120.28591272280978,2025-01-28 15:24:46.505678,Chicago
TRANS-1530,16.117702902700024,2025-02-12 02:12:46.505678,Chicago
TRANS-1531,428.18807535852955,2025-02-09 21:18:46.505678,Chicago
TRANS-1532,108.76208577119438,2025-02-26 18:50:46.505678,New York
TRANS-1533,33.15745548464881,2025-02-02 21:05:46.505678,Austin
TRANS-1534,447.936843595352,2025-02-21 13:59:46.505678,San Francisco
TRANS-1535,371.6952671229222,2025-02-07 19:01:46.505678,New York
TRANS-1536,256.33510042612363,2025-01-28 19:54:46.505678,New York
TRANS-1537,15.612309064259534,2025-02-15 09:01:46.505678,New York
TRANS-1538,223.6297267372982,2025-02-26 14:38:46.505678,San Francisco
TRANS-1539,457.52278418306423,2025-01-31 05:05:46.505678,San Francisco
TRANS-1540,464.13835178233506,2025-02-08 13:13:46.505678,San Francisco
TRANS-1541,217.81268071572185,2025-02-17 04:39:46.505678,Chicago
TRANS-1542,55.50330773106242,2025-02-15 02:32:46.505678,Seattle
TRANS-1543,22.795064731976776,2025-02-09 16:51:46.505678,Chicago
TRANS-1544,162.70870245371958,2025-02-23 02:58:46.505678,San Francisco
TRANS-1545,47.1580152587923,2025-02-11 23:06:46.505678,San Francisco
TRANS-1546,336.68265891317884,2025-02-09 18:26:46.505678,Chicago
TRANS-1547,344.54087368172287,2025-02-10 19:15:46.505678,New York
TRANS-1548,310.4441596894107,2025-02-23 03:20:46.505678,New York
TRANS-1549,417.6300629664311,2025-02-10 07:01:46.505678,Seattle
TRANS-1550,19.343869942184178,2025-02-02 02:50:46.505678,Seattle
TRANS-1551,498.39280143454164,2025-02-04 11:53:46.505678,Chicago
TRANS-1552,33.89864172547978,2025-02-15 16:17:46.505678,Chicago
TRANS-1553,423.1107267718661,2025-02-07 04:00:46.505678,Chicago
TRANS-1554,485.5597706208904,2025-02-03 09:21:46.505678,Seattle
TRANS-1555,481.4970971246948,2025-02-20 11:13:46.505678,Austin
TRANS-1556,109.70775553042598,2025-01-29 09:11:46.505678,Austin
TRANS-1557,47.7959064280545,2025-02-03 00:44:46.505678,Chicago
TRANS-1558,284.0131703642893,2025-02-05 09:55:46.505678,Chicago
TRANS-1559,96.98423615140952,2025-02-18 17:31:46.505678,Austin
TRANS-1560,16.83453427831594,2025-02-05 22:00:46.505678,San Francisco
TRANS-1561,108.91827224188945,2025-02-11 10:21:46.505678,Austin
TRANS-1562,113.24539506618974,2025-02-07 22:10:46.505678,Austin
TRANS-1563,61.052526125956135,2025-02-01 14:52:46.505678,Seattle
TRANS-1564,454.523456324752,2025-02-25 09:20:46.505678,Chicago
TRANS-1565,265.0378470354754,2025-02-13 09:35:46.505678,Austin
TRANS-1566,455.4113030023316,2025-02-01 23:03:46.505678,Seattle
TRANS-1567,287.33119104523774,2025-02-20 06:46:46.505678,Seattle
TRANS-1568,490.3549413466222,2025-02-19 13:10:46.505678,Chicago
TRANS-1569,357.51150640692737,2025-02-10 00:31:46.505678,Austin
TRANS-1570,296.0964539572328,2025-02-20 20:47:46.505678,Austin
TRANS-1571,388.0769820664541,2025-02-02 09:58:46.505678,New York
TRANS-1572,264.9746535881259,2025-02-06 00:31:46.505678,Austin
TRANS-1573,259.0211035848501,2025-02-26 00:47:46.505678,Chicago
TRANS-1574,302.1765271699739,2025-02-12 03:39:46.505678,Seattle
TRANS-1575,101.59279945558836,2025-02-05 16:49:46.505678,San Francisco
TRANS-1576,135.430843306715,2025-02-07 12:59:46.505678,Chicago
TRANS-1577,314.0722498165428,2025-02-12 14:32:46.505678,Chicago
TRANS-1578,77.57079127201422,2025-02-13 14:03:46.505678,New York
TRANS-1579,399.0266763679557,2025-02-13 22:09:46.505678,New York
TRANS-1580,440.73790389848693,2025-02-17 19:59:46.505678,Seattle
TRANS-1581,90.92788784205904,2025-02-01 18:47:46.505678,Seattle
TRANS-1582,437.9154261961322,2025-02-12 00:37:46.505678,New York
TRANS-1583,217.82203900423139,2025-02-11 16:56:46.505678,San Francisco
TRANS-1584,367.98352254808657,2025-02-05 01:48:46.505678,New York
TRANS-1585,184.05408611431778,2025-02-13 01:54:46.505678,San Francisco
TRANS-1586,467.80306415270246,2025-02-16 01:20:46.505678,New York
TRANS-1587,78.31251330867336,2025-02-11 11:27:46.505678,Austin
TRANS-1588,107.55901162167517,2025-01-29 06:16:46.505678,New York
TRANS-1589,186.12891300676353,2025-02-18 23:57:46.505678,New York
TRANS-1590,334.9553692958724,2025-02-04 17:00:46.505678,San Francisco
TRANS-1591,201.0868498396756,2025-02-05 00:21:46.505678,Seattle
TRANS-1592,41.747985065427926,2025-02-21 04:44:46.505678,Austin
TRANS-1593,78.86051974819547,2025-02-20 12:28:46.505678,New York
TRANS-1594,38.96950423248039,2025-02-08 21:46:46.505678,Austin
TRANS-1595,238.2666585414381,2025-02-06 05:39:46.505678,Chicago
TRANS-1596,419.7152800341047,2025-02-12 02:18:46.505678,Chicago
TRANS-1597,149.92772535598542,2025-02-20 01:50:46.505678,San Francisco
TRANS-1598,392.55499764293,2025-02-14 20:03:46.505678,New York
TRANS-1599,321.5857610674717,2025-02-24 14:29:46.505678,Austin
TRANS-1600,93.67907139258737,2025-02-21 20:15:46.505678,Austin
TRANS-1601,196.06648378865535,2025-02-11 09:14:46.505678,San Francisco
TRANS-1602,436.40944858548886,2025-02-13 12:52:46.505678,Seattle
TRANS-1603,338.63166553721857,2025-02-16 21:45:46.505678,New York
TRANS-1604,424.2063936502324,2025-02-04 11:02:46.505678,Austin
TRANS-1605,338.4105243349502,2025-02-25 08:36:46.505678,New York
TRANS-1606,475.185183500667,2025-01-31 03:02:46.505678,San Francisco
TRANS-1607,186.15995955936333,2025-01-31 17:25:46.505678,Austin
TRANS-1608,29.513570436253875,2025-01-31 12:22:46.505678,San Francisco
TRANS-1609,226.49289587290676,2025-02-09 17:25:46.505678,Chicago
TRANS-1610,261.65974411403874,2025-02-24 01:02:46.505678,Seattle
TRANS-1611,348.5022578325021,2025-02-11 23:07:46.505678,Austin
TRANS-1612,98.90316174202664,2025-02-08 18:27:46.505678,Chicago
TRANS-1613,254.83839587879692,2025-02-02 17:52:46.505678,Austin
TRANS-1614,182.15373266086894,2025-02-03 10:32:46.505678,New York
TRANS-1615,305.22364212825966,2025-02-10 23:41:46.505678,Chicago
TRANS-1616,185.91677035697194,2025-02-20 20:26:46.505678,New York
TRANS-1617,291.795952520805,2025-02-22 10:24:46.505678,New York
TRANS-1618,451.37802058424154,2025-01-31 09:33:46.505678,Austin
TRANS-1619,53.31967456636845,2025-02-14 11:16:46.505678,San Francisco
TRANS-1620,108.10686601634647,2025-01-31 21:05:46.505678,Chicago
TRANS-1621,493.1387324161333,2025-02-12 08:17:46.505678,Seattle
TRANS-1622,449.8656853713812,2025-01-28 12:39:46.505678,Austin
TRANS-1623,176.4077877538627,2025-01-30 22:34:46.505678,Seattle
TRANS-1624,480.1819037172741,2025-02-26 17:05:46.505678,Chicago
TRANS-1625,103.579689355702,2025-02-24 16:59:46.505678,San Francisco
TRANS-1626,121.31786365530824,2025-02-20 07:39:46.505678,Austin
TRANS-1627,261.82702348154123,2025-01-31 16:48:46.505678,Seattle
TRANS-1628,215.89892479289642,2025-02-20 22:17:46.505678,Chicago
TRANS-1629,279.91366639496493,2025-01-28 11:15:46.505678,New York
TRANS-1630,359.9950059726427,2025-01-30 03:12:46.505678,San Francisco
TRANS-1631,384.3983980072117,2025-02-24 01:31:46.505678,Chicago
TRANS-1632,380.47883499902974,2025-02-18 21:12:46.505678,Chicago
TRANS-1633,146.83171044301756,2025-02-22 09:15:46.505678,New York
TRANS-1634,451.97524683840936,2025-02-20 13:53:46.505678,San Francisco
TRANS-1635,121.79677349801682,2025-01-30 04:51:46.505678,Austin
TRANS-1636,38.81697598874085,2025-02-02 00:29:46.505678,Chicago
TRANS-1637,409.27313927356823,2025-02-08 18:18:46.505678,Chicago
TRANS-1638,269.7709605165031,2025-02-01 15:06:46.505678,Austin
TRANS-1639,102.61273744329418,2025-02-04 01:17:46.505678,Chicago
TRANS-1640,102.98237658694725,2025-02-16 14:26:46.505678,Chicago
TRANS-1641,374.62055738091647,2025-02-02 07:02:46.505678,New York
TRANS-1642,73.43388861376219,2025-02-21 09:21:46.505678,Austin
TRANS-1643,103.52529964526207,2025-02-01 18:30:46.505678,New York
TRANS-1644,50.38690959320904,2025-02-18 19:08:46.505678,Seattle
TRANS-1645,237.80709591178672,2025-01-31 09:16:46.505678,New York
TRANS-1646,306.3701207762827,2025-02-13 03:03:46.505678,San Francisco
TRANS-1647,398.926745389086,2025-02-16 23:35:46.505678,Austin
TRANS-1648,383.6765344447938,2025-02-04 05:07:46.505678,Chicago
TRANS-1649,56.20007787813752,2025-02-12 10:56:46.505678,Seattle
TRANS-1650,169.87420527552536,2025-02-18 13:03:46.505678,Seattle
TRANS-1651,186.8108694366347,2025-02-24 01:26:46.505678,Chicago
TRANS-1652,421.2651322194112,2025-02-23 02:11:46.505678,Chicago
TRANS-1653,118.69921212689015,2025-02-02 08:10:46.505678,San Francisco
TRANS-1654,480.07113255859804,2025-02-16 11:27:46.505678,New York
TRANS-1655,469.7605002211553,2025-01-29 04:01:46.505678,Austin
TRANS-1656,288.9256510670315,2025-02-08 17:10:46.505678,San Francisco
TRANS-1657,252.20353906527453,2025-01-28 09:03:46.505678,Austin
TRANS-1658,151.71416588543815,2025-02-05 20:53:46.505678,San Francisco
TRANS-1659,18.228593156270733,2025-01-31 06:51:46.505678,Seattle
TRANS-1660,257.057535459165,2025-02-06 23:01:46.505678,Seattle
TRANS-1661,257.34776691419245,2025-02-01 17:03:46.505678,New York
TRANS-1662,490.96217084638505,2025-02-17 01:09:46.505678,San Francisco
TRANS-1663,443.9522436172049,2025-02-07 19:40:46.505678,San Francisco
TRANS-1664,256.4270287002409,2025-02-20 14:27:46.505678,Chicago
TRANS-1665,464.42406625352487,2025-02-08 12:12:46.505678,San Francisco
TRANS-1666,290.03716816888686,2025-02-01 23:57:46.505678,Chicago
TRANS-1667,486.26048916717514,2025-02-02 13:25:46.505678,San Francisco
TRANS-1668,422.12833610808815,2025-01-30 23:24:46.505678,Chicago
TRANS-1669,104.9487898237627,2025-02-23 12:59:46.505678,Austin
TRANS-1670,405.6570224043654,2025-02-05 18:39:46.505678,Seattle
TRANS-1671,484.54778289261196,2025-02-17 13:29:46.505678,San Francisco
TRANS-1672,384.68975302992715,2025-02-02 12:47:46.505678,Austin
TRANS-1673,120.5988916719985,2025-02-22 20:55:46.505678,Austin
TRANS-1674,59.259467946310394,2025-02-17 22:08:46.505678,New York
TRANS-1675,159.54180789307443,2025-02-17 05:26:46.505678,San Francisco
TRANS-1676,89.92706977310333,2025-02-17 15:00:46.505678,Austin
TRANS-1677,315.83945220276405,2025-02-03 02:40:46.505678,Austin
TRANS-1678,389.2659458880846,2025-02-26 17:04:46.505678,New York
TRANS-1679,138.97797269123845,2025-02-17 10:14:46.505678,Chicago
TRANS-1680,149.7543284450629,2025-02-15 05:30:46.505678,New York
TRANS-1681,135.4403256064449,2025-02-20 00:35:46.505678,New York
TRANS-1682,26.374538181376927,2025-02-11 17:17:46.505678,Seattle
TRANS-1683,17.325139583012888,2025-02-15 19:31:46.505678,Seattle
TRANS-1684,431.9194398250624,2025-02-22 16:49:46.505678,San Francisco
TRANS-1685,47.78766750729738,2025-02-07 01:30:46.505678,Chicago
TRANS-1686,456.7910353378265,2025-02-06 22:58:46.505678,Austin
TRANS-1687,416.452961495605,2025-02-07 16:53:46.505678,Chicago
TRANS-1688,22.22748354322724,2025-02-06 03:59:46.505678,Seattle
TRANS-1689,118.4129498219725,2025-01-31 18:59:46.505678,Chicago
TRANS-1690,251.46888846068504,2025-02-18 21:55:46.505678,Austin
TRANS-1691,40.77824048402853,2025-02-21 16:58:46.505678,Austin
TRANS-1692,248.1642721979634,2025-01-29 04:07:46.505678,New York
TRANS-1693,391.96943787580057,2025-01-31 20:24:46.505678,Seattle
TRANS-1694,176.46752643211704,2025-02-02 19:20:46.505678,Chicago
TRANS-1695,302.64822704392225,2025-01-31 06:21:46.505678,New York
TRANS-1696,305.2445672514089,2025-02-12 11:26:46.505678,Seattle
TRANS-1697,12.099558326083953,2025-02-12 00:46:46.505678,Chicago
TRANS-1698,340.4597787873569,2025-02-18 02:19:46.505678,Seattle
TRANS-1699,430.52871490079684,2025-02-17 22:12:46.505678,Seattle
TRANS-1700,77.08559740793098,2025-02-13 15:43:46.505678,San Francisco
TRANS-1701,228.20537526640436,2025-02-07 16:03:46.505678,San Francisco
TRANS-1702,32.03405044025675,2025-02-15 19:55:46.505678,New York
TRANS-1703,78.0439736444242,2025-02-12 06:15:46.505678,Chicago
TRANS-1704,376.52571001102723,2025-02-06 17:40:46.505678,New York
TRANS-1705,386.68295117743565,2025-02-01 12:13:46.505678,Chicago
TRANS-1706,156.21841308885,2025-02-17 19:44:46.505678,Austin
TRANS-1707,163.51899114853168,2025-02-26 20:02:46.505678,New York
TRANS-1708,279.08653525063505,2025-02-20 12:39:46.505678,Seattle
TRANS-1709,389.2338965160644,2025-02-02 18:25:46.505678,San Francisco
TRANS-1710,421.7720574650629,2025-02-08 02:54:46.505678,Austin
TRANS-1711,187.2092529579773,2025-02-24 22:58:46.505678,Austin
TRANS-1712,27.943958343881825,2025-01-31 18:10:46.505678,Chicago
TRANS-1713,207.95296742503083,2025-01-28 14:12:46.505678,Austin
TRANS-1714,332.64209861294603,2025-02-17 07:28:46.505678,Chicago
TRANS-1715,433.93547913916655,2025-02-08 04:17:46.505678,Chicago
TRANS-1716,479.568413142205,2025-01-30 03:16:46.505678,New York
TRANS-1717,361.4425087485624,2025-02-20 03:45:46.505678,San Francisco
TRANS-1718,127.78856572030897,2025-02-19 04:58:46.505678,Seattle
TRANS-1719,432.86667745380606,2025-02-04 22:29:46.505678,Chicago
TRANS-1720,297.3592964454832,2025-02-15 12:53:46.505678,San Francisco
TRANS-1721,122.99508043026495,2025-02-23 20:21:46.505678,Seattle
TRANS-1722,194.9564488871751,2025-02-04 07:25:46.505678,San Francisco
TRANS-1723,16.67264874185251,2025-02-13 23:51:46.505678,Seattle
TRANS-1724,266.4039909872371,2025-02-04 20:23:46.505678,Seattle
TRANS-1725,153.95145945342773,2025-02-02 12:23:46.505678,Seattle
TRANS-1726,342.82300076263124,2025-02-09 08:43:46.505678,Chicago
TRANS-1727,130.43744797059878,2025-02-21 14:12:46.505678,San Francisco
TRANS-1728,114.78508029336218,2025-02-09 14:33:46.505678,Seattle
TRANS-1729,394.64782738760323,2025-02-17 23:09:46.505678,New York
TRANS-1730,321.82726469244244,2025-02-14 08:01:46.505678,New York
TRANS-1731,259.51486096599155,2025-02-11 23:51:46.505678,Chicago
TRANS-1732,99.86323024205004,2025-02-16 12:53:46.505678,Chicago
TRANS-1733,299.99559591299123,2025-02-01 14:15:46.505678,San Francisco
TRANS-1734,371.1315250442982,2025-02-08 08:36:46.505678,Chicago
TRANS-1735,90.53130774282275,2025-02-13 12:57:46.505678,Chicago
TRANS-1736,33.21660809627078,2025-02-13 23:02:46.505678,San Francisco
TRANS-1737,264.23728585904075,2025-02-14 21:19:46.505678,Austin
TRANS-1738,374.1523895677733,2025-02-18 20:51:46.505678,Chicago
TRANS-1739,420.06906149465925,2025-02-14 21:23:46.505678,Seattle
TRANS-1740,18.846624519463838,2025-02-01 12:06:46.505678,New York
TRANS-1741,402.64326544133,2025-02-04 05:30:46.505678,Chicago
TRANS-1742,148.9269649213698,2025-02-26 06:36:46.505678,Chicago
TRANS-1743,97.45916871133069,2025-02-26 03:06:46.505678,Chicago
TRANS-1744,48.37565902431708,2025-02-23 10:19:46.505678,New York
TRANS-1745,408.8309426942749,2025-02-22 19:55:46.505678,New York
TRANS-1746,418.3640316110831,2025-02-24 05:14:46.505678,Austin
TRANS-1747,165.69899115089285,2025-02-21 16:45:46.505678,San Francisco
TRANS-1748,307.4992830363213,2025-02-08 23:27:46.505678,Chicago
TRANS-1749,306.87724093424146,2025-02-09 14:50:46.505678,Seattle
TRANS-1750,66.21638926634637,2025-02-07 19:42:46.505678,New York
TRANS-1751,210.94355737536935,2025-01-31 20:26:46.505678,Chicago
TRANS-1752,269.978404464608,2025-02-19 10:34:46.505678,San Francisco
TRANS-1753,158.84706665273922,2025-02-15 13:40:46.505678,San Francisco
TRANS-1754,199.0963823064678,2025-02-01 14:48:46.505678,Austin
TRANS-1755,470.2380618440486,2025-02-18 05:56:46.505678,Seattle
TRANS-1756,214.34353020932033,2025-01-28 17:56:46.505678,Austin
TRANS-1757,131.04868327487856,2025-01-28 05:10:46.505678,New York
TRANS-1758,79.32057103873193,2025-02-11 06:13:46.505678,Austin
TRANS-1759,309.21461500212575,2025-02-20 08:23:46.505678,Austin
TRANS-1760,254.7498927614052,2025-02-23 19:23:46.505678,Austin
TRANS-1761,323.9561398472601,2025-02-12 17:52:46.505678,Chicago
TRANS-1762,12.820518667045839,2025-02-16 10:47:46.505678,Austin
TRANS-1763,448.66886276744515,2025-02-12 12:33:46.505678,San Francisco
